id,question,skill,choice1,choice2,choice3,choice4,correct_choice,explanation1,explanation2,explanation3,explanation4,category,status
19776,Which New Testament character was known for his doubting personality?,medium,Peter,Thomas,John,Andrew,2,"Peter was enthusiastic and brave, not known for doubting.",Thomas was famously known as 'Doubting Thomas' for his skepticism about Jesus' resurrection until he saw Jesus for himself.,"John was called 'the disciple whom Jesus loved' and was known for his devotion to Jesus, not his doubt.","Andrew was known for bringing his brother, Simon Peter, to Jesus but not for being a doubter.",New Testament Characters,checked 03-06-2023
19777,Which New Testament character betrayed Jesus for 30 pieces of silver?,medium,Judas Iscariot,Peter,John,James,1,"Judas, who was one of the twelve apostles, betrayed Jesus to the authorities for thirty pieces of silver.","Peter denied Jesus three times, but did not betray him for money.","John was also one of the twelve apostles, but he did not betray Jesus.","James was also one of the twelve apostles, but he did not betray Jesus.",New Testament Characters,checked 03-06-2023
19778,Who was the tax collector turned disciple of Jesus?,medium,Matthew,Simon,John,James,1,Correct! Matthew was a tax collector before becoming one of Jesus' disciples.,"Incorrect. Simon, also known as Peter, was a fisherman who became a disciple of Jesus.","Incorrect. John was one of Jesus' twelve disciples, but he was not a tax collector.","Incorrect. James was the son of Zebedee and brother of John; he was also a disciple of Jesus, but he was not a tax collector.",New Testament Characters,checked 03-06-2023
19779,Who was known for his wisdom and requested by God to build the Temple in Jerusalem?,medium,David,Solomon,Samuel,Abraham,2,"David was known as a great warrior and king, but he was not requested by God to build the Temple.","Solomon was known for his wisdom and requested by God to build the Temple in Jerusalem, which became a central location for worship in ancient Judaism.",Samuel was a prophet who anointed both Saul and David as kings but he was not requested by God to build the Temple.,"Abraham was the father of the Hebrew people and known for his faithfulness, but he was not requested by God to build the Temple.",Old Testament Characters,Draft
19780,Who was the son of Isaac and the grandson of Abraham?,medium,Joseph,Isaac,Jacob,Esau,3,Joseph was the son of Rachel and Jacob,Isaac was the son of Abraham and the father of Jacob,Jacob was the son of Isaac and the grandson of Abraham,Esau was the son of Isaac and the twin brother of Jacob,Old Testament Characters,Draft
19781,What was the apostle Paul's original name?,medium,Simon,Andrew,Saul,Stephen,3,Simon was Peter's original name,Andrew was Peter's brother,Saul was his name before he converted to Christianity and became known as Paul,Stephen was another early Christian martyr,New Testament Characters,draft
19782,Who was the first person to see Jesus after his resurrection?,medium,Peter,Mary Magdalene,John,Thomas,2,"Peter did see Jesus after his resurrection, but not before Mary Magdalene.",Mary Magdalene was the first person to see Jesus after his resurrection.,"John did see Jesus after his resurrection, but not before Mary Magdalene.","Thomas saw Jesus after his resurrection, but not before Mary Magdalene.",New Testament Characters,draft
19783,In what year did the Council of Nicea occur?,medium,321 AD,325 AD,337 AD,343 AD,2,"Incorrect, this is the year when Emperor Constantine declared Christianity as the official religion of the Roman Empire.",Correct! The Council of Nicea occurred in 325 AD and was called by Emperor Constantine to discuss and establish a unified Christian doctrine.,"Incorrect, this is the year when Emperor Constantine died.","Incorrect, the Council of Sardica occurred in 343 AD to address theological disputes.",Key Christian Events,Draft
19784,What is the date of Easter Sunday in the year 2022?,medium,"April 17, 2022","April 10, 2022","May 1, 2022","March 27, 2022",1,"Correct! In 2022, Easter Sunday will fall on April 17.","Incorrect. April 10, 2022 is not the correct date for Easter Sunday in 2022.","Incorrect. May 1, 2022 is not the correct date for Easter Sunday in 2022.","Incorrect. March 27, 2022 is not the correct date for Easter Sunday in 2022.",Key Christian Events,draft
19785,Which book in the New Testament is known as the 'Acts of the Apostles'?,medium,Matthew,Acts,John,Luke,4,Matthew is one of the four gospels in the New Testament.,Acts is the correct answer and it narrates the history of the early Christian Church.,John is another gospel in the New Testament.,Luke is also a gospel and the author of the Acts of the Apostles.,Books of the Bible,draft
19786,Which Gospel book includes the famous parable of the Good Samaritan?,medium,Matthew,Mark,Luke,John,3,Matthew focuses on Jesus’ teachings about the kingdom of heaven.,Mark emphasizes Jesus’ activities more than his teachings.,Luke presents Jesus’ life and teachings more fully than any other Gospel.,John emphasizes the divinity of Jesus.,Books of the Bible,draft
19787,"In the parable of the prodigal son, which son asks for his inheritance and then squanders it all on wild living?",medium,The older son,The younger son,The neighbor's son,Both sons equally,2,Incorrect. The older son was angry at his younger brother's homecoming.,Correct! The younger son asked for his inheritance and spent it all on wild living.,Incorrect. The neighbor's son was not mentioned in the parable.,"Incorrect. Although both sons played important roles in the parable, it was only the younger son who squandered his inheritance.",Parables of Jesus,draft
19788,"In the parable of the Good Samaritan, who passed by the injured man before the Samaritan helped him?",medium,A priest,A Levite,A Pharisee,A scribe,2,Incorrect. The priest did not stop to help the injured man.,Correct. The Levite passed by the injured man before the Samaritan helped him.,Incorrect. A Pharisee is not mentioned in this parable.,Incorrect. A scribe is not mentioned in this parable.,Parables of Jesus,draft
19789,Who was the son of Jesse and king of Israel?,medium,Jeroboam,Solomon,David,Saul,3,Jeroboam was a king of the northern kingdom of Israel.,Solomon was the son of David and king of Israel after him.,David was the second king of Israel and considered one of its greatest.,"Saul was the first king of Israel, but he was rejected by God and ultimately killed in battle.",Old Testament Characters,draft
19790,Who was the daughter of Herodias and stepdaughter of Herod Antipas?,medium,Mary Magdalene,Salome,Mary of Bethany,Martha,2,"Incorrect, Mary Magdalene was not the daughter of Herodias and stepdaughter of Herod Antipas.","Correct, Salome was the daughter of Herodias and stepdaughter of Herod Antipas.","Incorrect, Mary of Bethany was not the daughter of Herodias and stepdaughter of Herod Antipas.","Incorrect, Martha was not the daughter of Herodias and stepdaughter of Herod Antipas.",New Testament Characters,draft
19791,Who was the first disciple of Jesus to be called? ,medium,Andrew,Peter,James,John,1,Andrew was the first disciple to be called by Jesus according to the Gospel of John.,Peter was the second disciple to be called by Jesus.,James was the brother of John and also a disciple but he was not the first to be called.,John was also a disciple but he was not the first to be called.,New Testament Characters,draft
19792,What is the significance of Pentecost in Christianity?,medium,The resurrection of Jesus Christ,The birth of Jesus Christ,The descent of the Holy Spirit upon the apostles,The Last Supper,3,Incorrect. The resurrection of Jesus is celebrated on Easter.,Incorrect. The birth of Jesus is celebrated on Christmas.,Correct! Pentecost commemorates the day when the Holy Spirit descended on the apostles.,Incorrect. The Last Supper is celebrated on Maundy Thursday.,Key Christian Events,draft
19793,What is the significance of the event known as Pentecost in Christian history?,medium,It commemorates the crucifixion and death of Jesus Christ,It marks the birth of the Christian church,It celebrates the resurrection of Jesus Christ,It marks the day the Bible was first translated into Latin,2,This event is not related to the crucifixion of Jesus Christ,Pentecost is traditionally considered to be the beginning of the Christian church,The resurrection of Jesus Christ is celebrated on Easter Sunday,The Bible was first translated into Latin by St. Jerome in the 4th century AD,Key Christian Events,draft
19794,In which book of the Bible can we find the parable of the prodigal son?,medium,Exodus,Leviticus,Luke,Acts,3,"Exodus is the second book of the Old Testament, it narrates the story of Moses and the escape of the Israelites from slavery in Egypt.",Leviticus is the third book of the Old Testament that focuses on the priestly rituals and regulations.,Luke is the third book of the New Testament that recounts the life and teachings of Jesus Christ.,Acts is the book of the New Testament that narrates the establishment of the Christian church and the spread of Christianity after the ascension of Jesus Christ.,Books of the Bible,draft
19795,Which book comes after Nehemiah in the Old Testament?,medium,Esther,Haggai,Zechariah,Malachi,1,Esther is the book that comes after Nehemiah in the Old Testament.,Haggai is one of the minor prophets and is located before Nehemiah in the Old Testament.,Zechariah is one of the minor prophets and is located after Haggai in the Old Testament.,Malachi is the last book of the Old Testament.,Books of the Bible,draft
19796,What is the name of the parable that Jesus told about a son who demands his inheritance and squanders it all before returning home to his father's embrace? ,medium,The Prodigal Son,The Good Samaritan,The Mustard Seed,The Talents,1,"In the parable of the prodigal son, a younger son demands his inheritance and squanders it all before returning home to his father's embrace.","The parable of the Good Samaritan tells the story of a traveler who is beaten, robbed, and left half dead along the road, and how a Samaritan helps him when others pass by.","The parable of the Mustard Seed compares the Kingdom of God to a tiny mustard seed that grows into a great tree, providing shelter for birds.",The parable of the Talents is a story about a master who entrusts his property to his servants and how they use it while he is away.,Parables of Jesus,draft
19797,"In the parable of the Good Samaritan, who passes by the injured man before the Samaritan helps him?",medium,A priest,A Levite,A Pharisee,A Scribe,2,"Incorrect. A priest is mentioned in the parable, but he is not the one who passes by the injured man before the Samaritan helps him.",Correct! A Levite is mentioned in the parable and he is the one who passes by the injured man before the Samaritan helps him.,"Incorrect. While Pharisees were commonly mentioned in Jesus' parables, a Pharisee is not mentioned in the parable of the Good Samaritan.",Incorrect. A scribe is not mentioned in the parable of the Good Samaritan.,Parables of Jesus,draft
19798,Which miracle of Jesus is recorded in all 4 Gospels?,medium,Healing a leper,Feeding the 5000,Raising Lazarus from the dead,Turning water into wine,2,"Although Jesus healed many people in his ministry, only a few of these healings are recorded in all four Gospels.",Correct! The feeding of the 5000 is the only miracle of Jesus that is recorded in all four Gospels.,"Although the raising of Lazarus is an important miracle, it is only recorded in the Gospel of John.","Although the turning of water into wine is an important miracle, it is only recorded in the Gospel of John.",Bible Miracles,draft
19799,Which parallel Bible miracle happened when a man was raised from the dead after touching the bones of Elisha?,medium,Healing of the blind man,"Feeding of the 5,000",Healing of the paralyzed man,Sea calming miracle,1,This is a Bible story of an anonymous man who was thrown hastily into Elisha's tomb but he touched the bones of Elisha and he sprung back to life.,"Feeding of the 5,000 recounts Jesus feeding a crowd of 5,000 people with five loaves of bread and two fish.",Healing of the paralyzed man accounts how Jesus saw a man being lowered in front of him through a roof. Jesus spoke to his faith and the man stood up healed.,Sea calming miracle of Jesus is the story of how he made the waves and strong winds of storm to subside.,Bible Miracles,draft
19800,What is the significance of the fish symbol to Christians?,medium,It represents the story of Noah's Ark,It is a symbol of the Holy Spirit,It is a sign of hospitality,"It is a representation of Jesus' miraculous feeding of the 5,000",3,"Incorrect. The story of Noah's Ark is represented by an ark or boat, not a fish","Incorrect. The Holy Spirit is typically represented by a dove, not a fish","Correct! The fish symbol was used by early Christians as a secret symbol of hospitality because in ancient times, a fish was a symbol of abundance and was often served to guests","Incorrect. Although Jesus performed miracles involving fish, the fish symbol is not directly related to his feeding of the 5,000",Christian Symbols,draft
19801,What does the symbol of the dove represent in Christian art?,medium,The Holy Spirit,The Resurrection,The Crucifixion,The Birth of Jesus,1,"In Christian art, the dove often represents the Holy Spirit, who is said to descend upon Christ at his Baptism and inspire his followers at Pentecost.",The resurrection of Jesus is usually represented by the empty tomb or the image of the risen Christ. ,"The crucifixion is often depicted with a cross, nails, and other instruments of torture.","The birth of Jesus is typically symbolized by a manger, swaddling clothes, and the presence of angels or shepherds.",Christian Symbols,draft
19802,In which modern-day country is the ancient city of Ephesus located?,medium,Israel,Greece,Turkey,Egypt,3,"Israel is the location of many biblical sites, but not Ephesus.",Greece is not the correct answer because Ephesus is not located in modern-day Greece.,"Correct! Ephesus is located in modern-day Turkey, near the port city of Izmir.",Egypt is not the correct answer because Ephesus is not located in modern-day Egypt.,Biblical Geography,draft
19803,Which body of water borders Israel on the west?,medium,Mediterranean Sea,Red Sea,Dead Sea,Sea of Galilee,1,The Mediterranean Sea borders Israel to the west and is the largest sea in the region.,The Red Sea is located to the south of Israel and is a saltwater inlet of the Indian Ocean.,The Dead Sea is located to the east of Israel and is known for its high salt concentration levels and healing properties.,The Sea of Galilee is located in northern Israel and is known for its biblical significance.,Biblical Geography,draft
19804,Which of the following denominations was founded by Ellen G. White in the mid-19th century in the United States?,medium,Seventh-day Adventist Church,Presbyterian Church,Greek Orthodox Church,Southern Baptist Convention,1,Ellen G. White was a co-founder of the Seventh-day Adventist Church and a prominent writer and speaker within the denomination.,The Presbyterian Church was founded in Scotland in the 16th century and has since spread to many countries around the world.,The Greek Orthodox Church is one of the oldest Christian denominations and has its roots in the early Christian church in Greece.,The Southern Baptist Convention is a Baptist denomination in the United States and is one of the largest Protestant denominations in the country.,Christian Denominations,draft
19805,Which of the following Christian denominations is known for its spiritual gifts and speaking in tongues?,medium,Presbyterian,Baptist,Pentecostal,Lutheran,3,Presbyterianism emphasizes the sovereignty of God and the authority of the Bible.,Baptists emphasize the authority of the Bible and baptism by immersion.,"Pentecostalism emphasizes spiritual gifts, such as speaking in tongues and divine healing.",Lutheranism emphasizes salvation by faith alone and the authority of the Bible.,Christian Denominations,draft
19806,What is the day called that commemorates the crucifixion of Jesus Christ?,medium,Easter Sunday,Good Friday,Christmas Day,Palm Sunday,2,"Incorrect, Easter Sunday is the day that commemorates the resurrection of Jesus Christ.",Correct! Good Friday is the day that commemorates the crucifixion of Jesus Christ.,"Incorrect, Christmas Day is the day that commemorates the birth of Jesus Christ.","Incorrect, Palm Sunday is the day that commemorates Jesus Christ's entry into Jerusalem.",Christian Festivals,draft
19807,In what liturgical season do Catholics celebrate the Feast of the Epiphany?,medium,Advent,Christmas,Lent,Easter,2,Advent is the season leading up to Christmas.,"The Feast of the Epiphany is celebrated on January 6th, which is considered the end of the Christmas season.",Lent is the season leading up to Easter.,"Easter is a separate liturgical season, and the Feast of the Epiphany is not celebrated during that time.",Christian Festivals,draft
19808,What is the doctrine of the Trinity?,medium,The belief that God is three separate beings,The belief that Jesus and the Holy Spirit are lesser gods,The belief that there are three gods in one,The belief that there is only one God but He exists in three persons,4,This choice is incorrect as it goes against the belief in one God.,This choice is incorrect as it suggests that Jesus and the Holy Spirit are inferior to God the Father.,This choice is incorrect as it also goes against the belief in one God.,"This choice is correct as it accurately describes the doctrine of the Trinity, that there is only one God but He exists in three persons.",Christian Theology,draft
19809,What is the significance of Jesus Christ's resurrection in Christian Theology?,medium,It proves Jesus was just a regular man,It confirms the divinity of Jesus Christ,It has no significance,It demonstrates the power of the Roman Empire,2,This choice is incorrect because it contradicts Christian belief that Jesus is the Son of God,"This choice is correct because the resurrection is a central doctrine in Christian Theology. It is the culmination of Jesus' victory over sin and death, and it confirms the belief that he is the Son of God.",This choice is incorrect because the resurrection is a significant event in Christian Theology,This choice is incorrect because the resurrection is not about demonstrating the power of the Roman Empire,Christian Theology,draft
19810,What is the significance of the teleological argument for God's existence?,medium,It emphasizes the need for a first cause,It argues that the universe and its complexities suggest an intelligent creator,It focuses on the moral and ontological arguments,It proves God's existence through reasoning alone,2,This is the argument from causality.,The teleological argument suggests that the complex order and design in the universe implies an intelligent creator.,These are separate philosophical arguments for God's existence.,No single argument can fully prove God's existence as it is a matter of faith.,Christian Apologetics,draft
19811,Who created the Kalam Cosmological Argument?,medium,William Lane Craig,Alvin Plantinga,Richard Swinburne,Peter van Inwagen,1,William Lane Craig is credited with the popularization and development of the Kalam Cosmological Argument.,Alvin Plantinga is a philosopher who has written on topics such as epistemology and metaphysics.,Richard Swinburne is a philosopher who has written on topics such as philosophy of religion and philosophy of science.,Peter van Inwagen is a philosopher who has written on topics such as metaphysics and free will.,Christian Apologetics,draft
19812,What is the significance of the sign of the cross in Christian Worship?,medium,To symbolize the Holy Trinity,To signal the end of a prayer,To show reverence and respect,To bless oneself,1,"The Sign of the Cross is a symbolic ritual gesture which marks the four points of the Cross on preceding Christians' foreheads, sanctifying them in the name of the Father, the Son, and the Holy Spirit.","The Sign of the Cross is not necessarily associated with the conclusion of a prayer. Rather, many Christians make the sign of the cross throughout prayer as a reminder of Jesus' sacrifice.","Although showing respect and reverence is a good and holy practice, it is not the reason behind the Sign of the Cross.","Blessing oneself is another holy practice that frequently takes place in Christian Worship, yet it is not related to the Sign of the Cross.",Christian Worship and Liturgy,draft
19813,What are the four main parts of the Catholic Mass?,medium,"Opening Prayer, Homily, Communion, Closing Prayer","Entrance Rite, Liturgy of the Word, Liturgy of the Eucharist, Concluding Rite","Baptism, Confirmation, Eucharist, Penance","Introductory Rites, Proclamation of the Word, Liturgy of the Eucharist, Dismissal Rites",2,"This describes the parts of a Protestant service, not a Catholic Mass.","Correct! The four main parts of the Catholic Mass are the Entrance Rite, Liturgy of the Word, Liturgy of the Eucharist, and Concluding Rite.","These are four of the seven sacraments of the Catholic Church, not the parts of the Mass.","This describes the parts of a Catholic Mass, but the third part should be 'Liturgy of the Eucharist' not 'Liturgical of the Eucharist'.",Christian Worship and Liturgy,draft
19814,What is the name of the practice commonly known as 'foot washing'?,medium,Eucharist,Baptism,Anointing of the Sick,Maundy,4,The Eucharist is the sacrament that symbolizes the body and blood of Christ.,Baptism is the sacrament that signifies a person's entry into the Christian church.,Anointing of the Sick is the sacrament that is performed for those who are ill.,"Maundy refers to the ceremony of foot washing that is commonly performed in some Christian denominations particularly on Maundy Thursday, the day before Good Friday.",Christian Practices,draft
19815,What is the meaning of the term 'Communion' in Christian practice?,medium,A time for fellowship and socializing with other Christians,A sacramental act where believers unite with Christ and each other through the sharing of bread and wine,A time for individual reflection and prayer in a church or other sacred space,A service where individuals are baptized into the Christian faith,2,"Although fellowship and socializing are important, this is not the primary meaning of the term 'Communion'",This is the correct answer. Communion is also known as the Eucharist or the Lord's Supper.,Individual reflection and prayer are important practices but are not the main components of Communion.,Baptism is a separate sacrament from Communion.,Christian Practices,draft
19816,What is the most popular Bible verse among many Christians?,medium,"John 3:16: For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life.","Psalm 23:1: The Lord is my shepherd, I shall not want.",Romans 3:23: for all have sinned and fall short of the glory of God.,"Jeremiah 29:11: For I know the plans I have for you,” declares the Lord, “plans to prosper you and not to harm you, plans to give you hope and a future.",1,John 3:16 is considered as the most popular Bible verse among many Christians because it sums up the essence of the Christian faith.,Psalm 23:1 is a well-loved Bible verse that speaks about God's provision and protection.,Romans 3:23 is a Bible verse that reminds us of our need for God's grace and forgiveness.,"Jeremiah 29:11 is a promise that God has good plans for us, but it is not as popular as John 3:16.",Popular Bible Verses,draft
19817,"Which Bible verse famously states, 'For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life'?",medium,John 1:14,John 3:16,John 4:23,John 6:27,2,This is not the correct verse.,This is the correct verse.,This is not the correct verse.,This is not the correct verse.,Popular Bible Verses,draft
19818,Who was the first king of Israel chosen by God according to the Old Testament?,medium,Saul,David,Solomon,Aaron,1,"Saul was the first king of Israel chosen by God, but he later became disobedient and lost God's favor",David was the second king of Israel who was known for uniting the Israelites and establishing Jerusalem as the capital,"Solomon was David's son who became king of Israel after him, and was famous for his wisdom and wealth",Aaron was the brother of Moses and served as the first high priest of Israel,Old Testament Characters,draft
19819,Who was the wife of King David?,medium,Bathsheba,Rahab,Esther,Deborah,1,Bathsheba was the wife of King David.,Rahab was a prostitute who helped the Israelite spies.,Esther was a queen in Persia who helped save the Jews from genocide.,Deborah was a judge and prophetess in Israel.,Old Testament Characters,draft
19820,Who was a tax collector before becoming a disciple of Jesus Christ?,medium,Andrew,Matthew,Simon,James,2,Andrew was a fisherman before becoming a disciple of Jesus Christ.,Matthew was a tax collector and one of the twelve apostles of Jesus Christ.,Simon was a fisherman before becoming a disciple of Jesus Christ.,James was a fisherman before becoming a disciple of Jesus Christ.,New Testament Characters,draft
19821,"Who was a pharisee and a member of the Sanhedrin, but later became an apostle of Jesus Christ?",medium,Peter,Paul,James,John,2,Peter was a fisherman before he became a disciple of Jesus.,"Paul, also known as Saul of Tarsus, was a religious leader who persecuted Christians before his conversion.",James was the brother of Jesus and a leader in the early Christian church.,John was a disciple of Jesus and the author of several books of the New Testament.,New Testament Characters,draft
19822,What event is commemorated during Holy Week?,medium,The Last Supper,The Resurrection,The Miracle of the Loaves and Fishes,The Baptism of Jesus,1,"Correct! Holy Week is the week leading up to Easter that commemorates the events that led to Jesus' crucifixion, including the Last Supper.","Incorrect. The Resurrection is commemorated on Easter Sunday, which marks the end of Holy Week.",Incorrect. The Miracle of the Loaves and Fishes is a separate event from Easter and Holy Week.,Incorrect. The Baptism of Jesus is also a separate event from Easter and Holy Week.,Key Christian Events,draft
19823,In what year did the Protestant Reformation begin?,medium,1453,1517,1678,1804,2,1453 is incorrect; this was the year that the Byzantine Empire fell to the Ottoman Turks.,"1517 is correct; this was the year that Martin Luther posted his Ninety-Five Theses on the door of the Castle Church in Wittenberg, Germany.",1678 is incorrect; this was the year that John Bunyan's 'Pilgrim's Progress' was first published.,1804 is incorrect; this was the year that Napoleon was crowned Emperor of France.,Key Christian Events,draft
19824,Who wrote the book of Romans?,medium,Paul,Moses,David,Solomon,1,The book of Romans was written by the Apostle Paul.,Moses wrote the first five books of the Old Testament.,David wrote many of the Psalms.,"Solomon wrote several books of the Old Testament, including Proverbs, Ecclesiastes, and the Song of Solomon.",Books of the Bible,draft
19825,Which book of the Bible includes the story of Jonah and the whale?,medium,Leviticus,Jonah,Ruth,Proverbs,2,Leviticus is a book of laws and regulations within the Old Testament.,Jonah tells the story of a prophet who disobeyed God and was swallowed by a whale.,Ruth is a book that details the life of a Moabite woman who marries an Israelite.,Proverbs provides wisdom and advice on various topics.,Books of the Bible,draft
19826,"In the parable of the sower, what do the seeds that fell on rocky ground symbolize?",medium,People who hear the word but quickly fall away,"People who hear the word but are choked by life's worries, riches and pleasures",People who hear the word but wither away due to lack of depth,People who hear the word and produce a crop,3,This is a description of the seeds that fell on the path.,This is a description of the seeds that fell among thorns.,This is correct. The seeds that fell on rocky ground symbolize people who hear the word but wither away because they have no roots.,This is a description of the seeds that fell on good soil.,Parables of Jesus,draft
19827,What did the prodigal son do with his inheritance?,medium,Invested it in a business,Gave it to charity,Spent it all on wild living,Saved it for his future,3,This is not what the prodigal son did with his inheritance.,This is not what the prodigal son did with his inheritance.,The prodigal son spent all of his inheritance on wild living and ended up broke and hungry.,This is not what the prodigal son did with his inheritance.,Parables of Jesus,draft
19828,What miracle did Jesus perform that fed 5000 people with just five loaves of bread and two fish?,medium,Healed a paralyzed man,Calmed a storm,Walked on water,Turned water into wine,1,"In the Bible, it is recorded that Jesus fed thousands of people with five loaves of bread and two fish as a sign of his divine power.","While significant, calming the storm had a different purpose. The feeding of 5000, on the other hand, was a demonstration of Jesus' compassion and power over nature.","Although walking on water was a miracle, it did not involve feeding a crowd.",Turning water into wine was Jesus' first miracle but was not related to feeding a crowd.,Bible Miracles,draft
19829,What is the name of the blind man who was healed by Jesus in the city of Jericho?,medium,Bartimaeus,Zacchaeus,Simon Peter,John the Baptist,1,Bartimaeus was a blind man who called out to Jesus for healing when he heard that Jesus was passing by in Jericho.,"Zacchaeus was a tax collector who climbed a sycamore tree to see Jesus passing by, but he was not blind.","Simon Peter was one of Jesus' disciples, but he was not blind and was not healed in Jericho.","John the Baptist was a prophet who baptized Jesus, but he was not blind and was not present in Jericho.",Bible Miracles,draft
19830,Which symbol of Christianity represents the Holy Spirit and is often depicted as a dove?,medium,Chalice,Crown of thorns,Dove,Lamb,3,"A chalice represents the cup used by Jesus at the Last Supper, but it does not represent the Holy Spirit.","A crown of thorns represents the suffering and sacrifice of Jesus, but it does not represent the Holy Spirit.",Correct! The dove is a symbol of the Holy Spirit because it was seen descending from Heaven at Jesus' baptism.,"A lamb represents the sacrifice of Jesus as the Lamb of God, but it does not represent the Holy Spirit.",Christian Symbols,draft
19831,Which animal is commonly used as a symbol for Christ in Christian artwork?,medium,Goat,Lion,Lamb,Bear,3,This choice is incorrect.,This choice is incorrect.,"The lamb is often used as a symbol for Christ in Christian artwork, representing his sacrifice and purity.",This choice is incorrect.,Christian Symbols,draft
19832,What city was known as the City of David and was the capital of the United Monarchy of Israel during King David's reign?,medium,Jericho,Bethlehem,Jerusalem,Nazareth,3,Jericho was built near the Jordan River in the West Bank.,Bethlehem was the birthplace of King David and Jesus.,Jerusalem was known as the City of David and was the capital of the United Monarchy of Israel during King David's reign.,Nazareth is a city in the northern region of Israel.,Biblical Geography,draft
19833,In which mountain did Moses receive the Ten Commandments?,medium,Mount Nebo,Mount Tabor,Mount Sinai,Mount Hermon,3,Mount Nebo is the mountain where Moses saw the Promised Land before he died.,Mount Tabor is the mountain where Deborah and Barak defeated the Canaanite army.,Mount Sinai is the mountain where God gave Moses the Ten Commandments.,Mount Hermon is the mountain where Jesus was transfigured according to the New Testament.,Biblical Geography,draft
19834,Which Christian denomination is known for its belief in pacifism and opposes all forms of violence and war?,medium,Baptist,Methodist,Mennonite,Lutheran,3,Baptist is not known for its pacifism beliefs.,Methodist is not known for its pacifism beliefs.,"Mennonite is known for its pacifism beliefs, which is rooted in Jesus Christ's teaching to love your enemies and do good to those who persecute you.",Lutheran is not known for its pacifism beliefs.,Christian Denominations,draft
19835,Which of the following denominations originated in the United States in the 19th century?,medium,Lutheranism,Methodism,Mormonism,Anglicanism,3,Lutheranism originated in Germany in the 16th century.,Methodism originated in England in the 18th century.,Mormonism was founded by Joseph Smith in New York in the early 19th century.,Anglicanism also known as Episcopalianism is based in England since the 16th century.,Christian Denominations,draft
19836,What Christian holiday celebrates the birth of Jesus Christ?,medium,Good Friday,Easter,Christmas,Pentecost,3,Good Friday commemorates the crucifixion of Jesus Christ.,Easter celebrates the resurrection of Jesus Christ.,Christmas celebrates the birth of Jesus Christ.,Pentecost commemorates the descent of the Holy Spirit upon the Apostles.,Christian Festivals,Draft
19837,Which Christian festival celebrates the birth of Jesus Christ?,medium,Easter,Thanksgiving,Christmas,Pentecost,3,Easter celebrates the resurrection of Jesus Christ.,Thanksgiving is not a Christian festival but a secular holiday primarily celebrated in the United States and Canada.,Christmas is celebrated on December 25 and commemorates the birth of Jesus Christ.,Pentecost celebrates the descent of the Holy Spirit on the Apostles.,Christian Festivals,draft
19838,What is the Incarnation in Christian theology?,medium,A celebration of the birth of Jesus Christ,The process of becoming a Christian,The belief in one God in three persons,The doctrine that Jesus Christ is fully God and fully human,4,Incorrect. The Incarnation is a concept broader than just the birth of Jesus Christ.,Incorrect. The Incarnation goes beyond just the individual's becoming a Christian.,"Incorrect. Although the concept of the Trinity is related to the Incarnation, it is not the same thing.","Correct! The Incarnation is the belief that Jesus Christ, the Son of God, is fully God and fully human, having both a human and divine nature.",Christian Theology,draft
19839,What is the meaning of the term 'trinity'?,medium,God's three main attributes.,The three main periods of Christian history.,The three main sacraments of the church.,"The three persons of the Godhead: Father, Son, and Holy Spirit.",4,This is not an accurate definition of the term 'trinity.',This is not an accurate definition of the term 'trinity.',This is not an accurate definition of the term 'trinity.',"The term 'trinity' refers to the Christian doctrine that the one God exists in three persons: the Father, the Son (Jesus Christ), and the Holy Spirit. This doctrine is not explicitly stated in the Bible but is derived from various biblical passages and the beliefs of the early Christian church.",Christian Theology,draft
19840,What is the Kalam cosmological argument?,medium,The argument from motion,The argument from contingency,The argument from miracles,The argument from consciousness,2,"The argument from motion is a part of the Aristotelian-Thomistic tradition, not the Kalam cosmological argument.",The Kalam cosmological argument is based on the idea that everything that begins to exist has a cause.,The argument from miracles is not related to cosmological arguments.,The argument from consciousness is a relatively recent argument and is not part of the classical tradition of Christian apologetics.,Christian Apologetics,draft
19841,Which prayer is typically said at the conclusion of a Christian worship service?,medium,Agnus Dei,Sanctus,Gloria Patri,Doxology,4,"Agnus Dei is a prayer for mercy and peace, typically used in the Mass","Sanctus is a hymn of praise, often used during the Eucharistic liturgy","Gloria Patri is a doxology used in Christian liturgy, often as the final part of the Great Doxology","Doxology is a short hymn of praise to God, often used as a final prayer in Christian worship services",Christian Worship and Liturgy,draft
19842,"In Christian worship, what does the Paschal Candle represent?",medium,The Holy Trinity,Eternal Life,Jesus' Resurrection,The Book of Life,3,The Holy Trinity is often represented by three interlocking circles or a triangle.,Eternal Life is commonly represented by an image of heaven or a dove.,The Paschal Candle represents the light of Christ and the hope of His resurrection.,The Book of Life is a symbolic representation of the names of those who will enter heaven.,Christian Worship and Liturgy,draft
